contract_id,contract_template,contract_date,client_name,P2_incident_or_lower_respond_time,P1_incident_respond_time,Payment_terms,SLA_Terms,Penalty_clause_SLA_breach, contract_value ,start_date,end_date,contract_status,contract_customer,contract_business_owner
823,CT006,23/04/2022,"Schmidt, Bartell and Denesik",provide IT support within 4 hours,P1 incidents responded within 4 hour,Pay Invoice with in 90 days,Supplier must maintain a 95.0% up time,penalty clause: £5k per SLA breach," 220,176.16 ",26/10/2023,05/03/2027,Inactive,Mellicent Pitchers,Quinlan Hartzenberg
824,CT007,23/08/2021,"Zieme, Champlin and Parker",provide IT support within 3 hours,P1 incidents responded within 2 hour,Pay Invoice with in 30 days,Supplier must maintain a 95.0% up time,penalty clause: £5k per SLA breach," 288,010.19 ",29/11/2022,06/08/2025,Active,Jane Lark,Nadean Fairbeard
825,CT008,17/04/2023,Mante and Sons,provide IT support within 2 hours,P1 incidents responded within 2 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.0% up time,penalty clause: £5k per SLA breach," 656,326.69 ",18/05/2023,08/10/2025,Inactive,Mira Andriolli,Timothee Probbin
826,CT007,04/05/2026,Bogan Group,provide IT support within 3 hours,P1 incidents responded within 2 hour,Pay Invoice with in 30 days,Supplier must maintain a 90.0% up time,penalty clause: £5k per SLA breach," 160,197.57 ",08/10/2022,18/03/2027,Active,Jeanelle Sargeaunt,Buck Garrick
827,CT005,08/07/2025,Stamm and Sons,provide IT support within 6 hours,P1 incidents responded within 4 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.99% up time,penalty clause: £5k per SLA breach," 908,269.79 ",07/02/2023,28/09/2026,Active,Elias McKechnie,Winfred Dukesbury
828,CT007,22/06/2023,"Buckridge, Prosacco and Renner",provide IT support within 3 hours,P1 incidents responded within 2 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.5% up time,penalty clause: £5k per SLA breach," 711,980.79 ",20/10/2020,15/02/2027,Active,Trevor Snookes,Dasi Lockyear
829,CT001,28/11/2023,"Greenholt, Raynor and Rogahn",provide IT support within 48 hours,P1 incidents responded within 24 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.99% up time,penalty clause: £10k per SLA breach," 984,854.05 ",09/07/2023,06/02/2027,Pending,Krisha Jindrich,Tallie Bodd
830,CT005,05/09/2025,"Feeney, Kris and Baumbach",provide IT support within 6 hours,P1 incidents responded within 4 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.9% up time,penalty clause: £5k per SLA breach," 876,789.19 ",14/05/2020,13/12/2027,Active,Juana Gutridge,Sebastien Szubert
831,CT001,19/09/2026,Blick Group,provide IT support within 48 hours,P1 incidents responded within 24 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.5% up time,penalty clause: £5k per SLA breach," 740,981.13 ",15/10/2023,06/08/2027,Active,Nadiya Sisey,Dasi Lockyear
832,CT005,26/11/2023,Sipes and Sons,provide IT support within 6 hours,P1 incidents responded within 4 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.5% up time,penalty clause: £5k per SLA breach," 751,674.56 ",05/09/2020,13/03/2027,Active,Darsey Guidera,Dasi Lockyear
833,CT001,30/12/2025,Gulgowski-Cassin,provide IT support within 48 hours,P1 incidents responded within 24 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.0% up time,penalty clause: £1k per SLA breach," 629,608.87 ",25/02/2024,28/09/2026,Inactive,Jermayne Mayger,Winfred Dukesbury
834,CT007,26/07/2020,"Fisher, Keeling and Kuhlman",provide IT support within 3 hours,P1 incidents responded within 2 hour,Pay Invoice with in 90 days,Supplier must maintain a 95.0% up time,penalty clause: £5k per SLA breach," 300,376.23 ",22/12/2021,07/10/2026,Pending,Bethina Blackley,Baudoin Drescher
835,CT001,15/03/2020,West-Vandervort,provide IT support within 48 hours,P1 incidents responded within 24 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.0% up time,penalty clause: £1k per SLA breach," 663,674.39 ",11/11/2023,10/04/2025,Inactive,Raff Condy,Alana Shelf
836,CT001,12/03/2025,Kshlerin and Sons,provide IT support within 48 hours,P1 incidents responded within 48 hour,Pay Invoice with in 90 days,Supplier must maintain a 95.0% up time,penalty clause: £1k per SLA breach," 258,743.04 ",04/07/2020,13/11/2025,Pending,Anderson Pomfret,Alana Shelf
837,CT004,15/06/2025,Roberts LLC,provide IT support within 12 hours,P1 incidents responded within 8 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.9% up time,penalty clause: £5k per SLA breach," 826,855.04 ",18/07/2024,21/07/2027,Pending,Aksel Beeres,Dasi Lockyear
838,CT003,13/10/2021,Brown and Sons,provide IT support within 24 hours,P1 incidents responded within 24 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.0% up time,penalty clause: £1k per SLA breach," 493,175.36 ",28/08/2021,17/07/2027,Pending,Hagen Parratt,Nadean Fairbeard
839,CT004,09/12/2025,"Koss, Streich and Maggio",provide IT support within 12 hours,P1 incidents responded within 8 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.99% up time,penalty clause: £5k per SLA breach," 935,533.52 ",18/07/2022,25/07/2027,Active,Sabrina Collough,Tallie Bodd
840,CT007,11/08/2023,Deckow-Becker,provide IT support within 3 hours,P1 incidents responded within 2 hour,Pay Invoice with in 60 days,Supplier must maintain a 95.0% up time,penalty clause: £5k per SLA breach," 247,142.84 ",18/12/2022,15/05/2025,Active,Marcellus Gutierrez,Gerti Dovermann
841,CT005,26/08/2020,Kozey-Emard,provide IT support within 6 hours,P1 incidents responded within 4 hour,Pay Invoice with in 60 days,Supplier must maintain a 95.0% up time,penalty clause: £5k per SLA breach," 356,816.68 ",06/09/2020,13/05/2026,Inactive,Nicoli Tofful,Nadean Fairbeard
842,CT002,31/01/2026,Prosacco Group,provide IT support within 72 hours,P1 incidents responded within 48 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.0% up time,penalty clause: £1k per SLA breach," 464,844.64 ",03/11/2021,26/06/2025,Pending,Mychal Aldrich,Dasi Lockyear
843,CT002,07/03/2023,Ziemann-Rosenbaum,provide IT support within 72 hours,P1 incidents responded within 48 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.0% up time,penalty clause: £1k per SLA breach," 403,659.06 ",31/12/2022,21/03/2027,Inactive,Dolley Anwell,Royall Badder
844,CT005,16/02/2024,Farrell-Bruen,provide IT support within 6 hours,P1 incidents responded within 4 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.5% up time,penalty clause: £5k per SLA breach," 717,691.37 ",05/06/2020,19/06/2027,Inactive,Zonnya L'Hommeau,Michaela Broszkiewicz
845,CT004,17/07/2024,Wiegand-Tremblay,provide IT support within 12 hours,P1 incidents responded within 8 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.5% up time,penalty clause: £5k per SLA breach," 799,088.22 ",17/07/2023,15/06/2025,Inactive,Pete Duberry,Pall Duester
846,CT007,13/07/2021,"Fay, Jast and Zemlak",provide IT support within 3 hours,P1 incidents responded within 2 hour,Pay Invoice with in 90 days,Supplier must maintain a 90.0% up time,penalty clause: £5k per SLA breach," 157,594.36 ",29/04/2024,24/02/2027,Pending,Othello Leighfield,Timothee Probbin
847,CT004,11/02/2021,Jones and Sons,provide IT support within 12 hours,P1 incidents responded within 8 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.0% up time,penalty clause: £5k per SLA breach," 638,086.76 ",19/06/2023,18/08/2025,Pending,Gage Hunnaball,Sebastien Szubert
848,CT007,14/07/2022,Kessler Group,provide IT support within 3 hours,P1 incidents responded within 2 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.99% up time,penalty clause: £20k per SLA breach," 922,119.15 ",29/01/2024,16/09/2027,Active,Babs McCabe,Nadean Fairbeard
849,CT005,27/04/2022,"Pagac, Weissnat and Will",provide IT support within 6 hours,P1 incidents responded within 4 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.9% up time,penalty clause: £5k per SLA breach," 836,340.08 ",04/05/2020,23/05/2025,Inactive,Isadora Drinkel,Michaela Broszkiewicz
850,CT008,13/10/2025,Ruecker-Douglas,provide IT support within 2 hours,P1 incidents responded within 2 hour,Pay Invoice with in 30 days,Supplier must maintain a 95.0% up time,penalty clause: £5k per SLA breach," 343,251.63 ",27/03/2020,15/02/2026,Inactive,Raphaela Angrove,Winfred Dukesbury
851,CT002,19/10/2022,Howe-Treutel,provide IT support within 72 hours,P1 incidents responded within 24 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.5% up time,penalty clause: £5k per SLA breach," 727,297.22 ",11/06/2023,12/11/2025,Pending,Thayne Lushey,Michaela Broszkiewicz
852,CT004,30/01/2025,Bergnaum LLC,provide IT support within 12 hours,P1 incidents responded within 8 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.0% up time,penalty clause: £5k per SLA breach," 651,157.91 ",03/01/2022,11/07/2027,Pending,Tilly Wolseley,Nadean Fairbeard
853,CT002,17/04/2020,Brekke LLC,provide IT support within 72 hours,P1 incidents responded within 48 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.0% up time,penalty clause: £1k per SLA breach," 508,655.75 ",02/11/2020,01/10/2026,Active,Benedicta Lacasa,Orel Maunton
854,CT001,11/02/2020,Raynor Group,provide IT support within 48 hours,P1 incidents responded within 48 hour,Pay Invoice with in 60 days,Supplier must maintain a 95.0% up time,penalty clause: £1k per SLA breach," 238,143.41 ",06/08/2024,16/07/2026,Pending,Pippa Theyer,Michaela Broszkiewicz
855,CT001,08/11/2024,"Grady, Klein and Abernathy",provide IT support within 48 hours,P1 incidents responded within 48 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.0% up time,penalty clause: £1k per SLA breach," 483,201.36 ",28/06/2021,22/11/2026,Active,Ciro Houson,Hestia Commin
856,CT003,13/01/2023,Hagenes-Balistreri,provide IT support within 24 hours,P1 incidents responded within 24 hour,Pay Invoice with in 90 days,Supplier must maintain a 95.0% up time,penalty clause: £1k per SLA breach," 242,998.84 ",20/01/2023,04/04/2027,Active,Flore Danbi,Pall Duester
857,CT006,02/11/2023,"Mann, Jakubowski and Kohler",provide IT support within 4 hours,P1 incidents responded within 4 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.9% up time,penalty clause: £5k per SLA breach," 821,765.56 ",25/06/2024,10/10/2026,Pending,Paquito Midgley,Winfred Dukesbury
858,CT007,05/10/2024,Tillman-Kris,provide IT support within 3 hours,P1 incidents responded within 2 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.0% up time,penalty clause: £5k per SLA breach," 518,025.13 ",29/03/2024,03/07/2026,Inactive,Corty Ivie,Gerti Dovermann
859,CT007,13/08/2021,Willms LLC,provide IT support within 3 hours,P1 incidents responded within 2 hour,Pay Invoice with in 90 days,Supplier must maintain a 90.0% up time,penalty clause: £5k per SLA breach," 121,260.10 ",22/04/2023,28/10/2025,Inactive,Con Hartfield,Gaspar Proud
860,CT002,01/10/2025,Leannon-Kohler,provide IT support within 72 hours,P1 incidents responded within 24 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.9% up time,penalty clause: £10k per SLA breach," 831,117.13 ",08/09/2020,20/05/2026,Pending,Shantee Seaman,Roxie Moylane
861,CT002,29/05/2021,"Senger, Wolff and Schuster",provide IT support within 72 hours,P1 incidents responded within 24 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.5% up time,penalty clause: £5k per SLA breach," 786,705.58 ",07/04/2024,31/08/2027,Pending,Dallas Benninger,Gerti Dovermann
862,CT005,22/10/2020,Doyle-Hagenes,provide IT support within 6 hours,P1 incidents responded within 4 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.0% up time,penalty clause: £5k per SLA breach," 501,964.39 ",26/08/2022,27/02/2025,Pending,Ivette Lukasen,Buck Garrick
863,CT006,26/10/2024,"Leannon, McClure and Haley",provide IT support within 4 hours,P1 incidents responded within 2 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.99% up time,penalty clause: £5k per SLA breach," 949,089.50 ",09/07/2024,22/09/2025,Inactive,Herbie Brute,Alana Shelf
864,CT008,19/09/2020,Thiel LLC,provide IT support within 2 hours,P1 incidents responded within 2 hour,Pay Invoice with in 60 days,Supplier must maintain a 90.0% up time,penalty clause: £5k per SLA breach," 115,496.86 ",17/10/2024,09/04/2026,Active,Gussy Beadell,Winfred Dukesbury
865,CT003,10/10/2024,"Greenfelder, Blanda and Brakus",provide IT support within 24 hours,P1 incidents responded within 24 hour,Pay Invoice with in 30 days,Supplier must maintain a 95.0% up time,penalty clause: £1k per SLA breach," 282,020.06 ",04/11/2022,05/05/2025,Inactive,Natty Nolleth,Nadean Fairbeard
866,CT004,10/12/2021,Little Inc,provide IT support within 12 hours,P1 incidents responded within 8 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.9% up time,penalty clause: £5k per SLA breach," 827,383.76 ",14/08/2022,27/10/2027,Active,Perla Wratten,Buck Garrick
867,CT001,28/04/2023,Gutmann-Kirlin,provide IT support within 48 hours,P1 incidents responded within 48 hour,Pay Invoice with in 90 days,Supplier must maintain a 95.0% up time,penalty clause: £1k per SLA breach," 216,056.48 ",11/12/2023,27/12/2027,Active,Dory Calcraft,Gaspar Proud
868,CT001,16/09/2022,Buckridge Inc,provide IT support within 48 hours,P1 incidents responded within 24 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.0% up time,penalty clause: £1k per SLA breach," 646,896.32 ",21/01/2022,13/07/2026,Pending,Uriah Limprecht,Reid Laval
869,CT002,29/04/2020,"Heaney, Jacobs and Simonis",provide IT support within 72 hours,P1 incidents responded within 72 hour,Pay Invoice with in 90 days,Supplier must maintain a 90.0% up time,penalty clause: £5k per SLA breach," 50,316.16 ",10/09/2023,02/05/2026,Pending,Forest Devonside,Alana Shelf
870,CT001,30/08/2025,"Fadel, Kiehn and Streich",provide IT support within 48 hours,P1 incidents responded within 24 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.5% up time,penalty clause: £5k per SLA breach," 753,794.02 ",18/01/2020,19/02/2027,Pending,Jefferson Cullabine,Tallie Bodd
871,CT002,09/08/2026,Boyer-Williamson,provide IT support within 72 hours,P1 incidents responded within 24 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.9% up time,penalty clause: £10k per SLA breach," 870,934.14 ",30/09/2022,03/04/2027,Pending,Elise Krystek,Quinlan Hartzenberg
872,CT004,19/08/2020,Hegmann Inc,provide IT support within 12 hours,P1 incidents responded within 8 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.0% up time,penalty clause: £5k per SLA breach," 610,447.06 ",10/04/2022,26/09/2027,Active,Herschel Coraini,Roxie Moylane
873,CT003,20/07/2026,McCullough-Nitzsche,provide IT support within 24 hours,P1 incidents responded within 16 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.99% up time,penalty clause: £10k per SLA breach," 995,861.81 ",31/07/2022,23/06/2026,Active,Letta Leynham,Gerti Dovermann
874,CT002,11/02/2024,Johns Inc,provide IT support within 72 hours,P1 incidents responded within 48 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.0% up time,penalty clause: £1k per SLA breach," 596,698.78 ",18/12/2022,13/06/2025,Pending,Elwood Rubra,Tallie Bodd
875,CT002,01/04/2025,Skiles-Zemlak,provide IT support within 72 hours,P1 incidents responded within 72 hour,Pay Invoice with in 30 days,Supplier must maintain a 90.0% up time,penalty clause: £5k per SLA breach," 165,393.95 ",22/11/2021,13/04/2026,Pending,Annalee Sammut,Tallie Bodd
876,CT003,04/09/2023,Johns-Stroman,provide IT support within 24 hours,P1 incidents responded within 24 hour,Pay Invoice with in 90 days,Supplier must maintain a 95.0% up time,penalty clause: £1k per SLA breach," 206,872.81 ",27/10/2020,13/04/2026,Inactive,Amos Bavister,Quinlan Hartzenberg
877,CT002,27/09/2024,Daniel-Feest,provide IT support within 72 hours,P1 incidents responded within 72 hour,Pay Invoice with in 90 days,Supplier must maintain a 90.0% up time,penalty clause: £5k per SLA breach," 88,526.77 ",28/04/2020,23/10/2026,Active,Standford Jovey,Pall Duester
878,CT007,04/03/2020,"Oberbrunner, Crooks and Aufderhar",provide IT support within 3 hours,P1 incidents responded within 2 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.9% up time,penalty clause: £20k per SLA breach," 864,353.97 ",12/03/2024,06/10/2027,Pending,Cleve Goodlife,Baudoin Drescher
879,CT005,19/03/2025,"Lubowitz, Orn and Anderson",provide IT support within 6 hours,P1 incidents responded within 4 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.99% up time,penalty clause: £5k per SLA breach," 976,364.55 ",28/07/2024,13/01/2026,Inactive,Estella Pickburn,Tallie Bodd
880,CT002,29/07/2023,Metz-Dickens,provide IT support within 72 hours,P1 incidents responded within 72 hour,Pay Invoice with in 90 days,Supplier must maintain a 90.0% up time,penalty clause: £5k per SLA breach," 123,928.73 ",13/09/2020,23/03/2026,Pending,Gabie Trembath,Alana Shelf
881,CT001,29/10/2020,"Pollich, Reichel and Kautzer",provide IT support within 48 hours,P1 incidents responded within 48 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.0% up time,penalty clause: £1k per SLA breach," 412,142.60 ",10/12/2024,22/02/2027,Active,Vickie Mitchenson,Pall Duester
